SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,LOCALE_NAME,MISTEM_NAME,MISTEM_CODE,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,EARLY_MIDDLE_COLLEGE_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","09125","Charles Wright Academy of Arts and Science","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","557","285","272","0","0","549","1","0","0","7","0","73","67","92","81","109","72","63","0","0","0","0","0","0","502","68","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00689","Chrysler Elementary School","82","Wayne","LEA School","Elementary","City: Large","Wayne Region","         3","124","52","72","0","0","119","3","0","0","2","0","15","23","21","24","24","17","0","0","0","0","0","0","0","62","13","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07500","Clippert Academy","82","Wayne","LEA School","Middle School","City: Large","Wayne Region","         3","427","202","225","0","0","6","406","0","15","0","0","0","0","0","0","0","0","122","155","150","0","0","0","0","359","21","272"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00018","Cody High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","598","355","243","1","0","581","4","0","12","0","0","0","0","0","0","0","0","0","0","0","230","123","131","114","525","156","12"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03717","Coleman A. Young Elementary School","82","Wayne","LEA School","Elementary","City: Large","Wayne Region","         3","438","234","204","1","0","437","0","0","0","0","0","72","75","77","77","71","66","0","0","0","0","0","0","0","395","50","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","492","239","253","2","0","488","1","0","1","0","0","0","0","0","0","0","0","0","0","0","105","111","114","162","390","24","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00781","Cooke STEM Academy","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","365","205","160","0","0","359","2","0","3","1","0","47","55","53","64","50","54","42","0","0","0","0","0","0","292","49","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00029","Davis Aerospace Technical High School at Golightly","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","143","79","64","1","0","139","1","0","2","0","0","0","0","0","0","0","0","0","0","0","23","38","47","35","111","14","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00880","Davison Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","825","418","407","0","375","416","2","0","25","7","0","57","70","96","106","86","94","96","115","105","0","0","0","0","727","72","350"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00902","Denby High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","582","317","265","1","0","581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","134","136","122","506","143","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","02778","Detroit Collegiate Preparatory High School at Northwestern","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","434","228","206","0","0","430","2","0","2","0","0","0","0","0","0","0","0","0","0","0","124","116","115","79","389","123","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00039","Detroit International Academy for Young Women","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","200","0","200","0","26","143","1","5","22","3","0","17","15","10","10","12","14","10","11","14","18","21","22","26","165","10","44"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08925","Detroit Lions Academy","82","Wayne","LEA School","Middle School","City: Large","Wayne Region","         3","93","60","33","0","0","93","0","0","0","0","0","0","0","0","0","0","0","18","23","52","0","0","0","0","86","16","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","445","134","311","2","0","432","7","0","4","0","0","0","0","0","0","0","0","0","0","0","99","136","100","110","320","54","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","09475","Diann Banks-Williamson Educational Center","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","49","30","19","0","2","45","1","0","1","0","0","0","0","0","0","0","0","0","0","0","11","12","7","19","34","48","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00925","Dixon Elementary School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","538","304","234","0","0","530","1","1","6","0","0","46","50","41","62","53","59","107","56","64","0","0","0","0","490","76","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00939","Dossin Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","391","211","180","0","0","389","1","0","1","0","0","21","44","50","55","48","48","50","37","38","0","0","0","0","359","53","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00975","Durfee Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","500","266","234","1","1","485","5","0","5","3","0","28","61","62","47","53","60","64","55","70","0","0","0","0","447","73","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00860","Earhart Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","945","501","444","2","0","260","596","0","83","4","0","62","86","100","82","89","72","155","152","147","0","0","0","0","781","143","356"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01189","East English Village Preparatory Academy","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","852","432","420","2","0","842","2","3","3","0","0","0","0","0","0","0","0","0","0","0","230","249","198","175","758","211","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01084","Edison Elementary School","82","Wayne","LEA School","Elementary","City: Large","Wayne Region","         3","322","164","158","0","0","319","1","0","2","0","0","48","62","75","46","47","44","0","0","0","0","0","0","0","281","21","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03639","Edmonson Montessori","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","146","88","58","0","0","116","8","0","21","1","0","44","37","32","24","7","1","1","0","0","0","0","0","0","79","<10","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03737","Edward ""Duke"" Ellington at Beckham","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","519","249","270","0","0","516","2","0","0","1","0","57","59","59","50","56","52","59","70","57","0","0","0","0","447","41","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01134","Emerson Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","620","334","286","0","0","613","1","0","4","2","0","70","81","50","73","56","66","67","87","70","0","0","0","0","545","103","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","09121","Fisher Magnet Lower Academy","82","Wayne","LEA School","Elementary","City: Large","Wayne Region","         3","473","252","221","1","5","463","2","0","1","1","0","79","101","106","95","92","0","0","0","0","0","0","0","0","439","70","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","09345","Fisher Magnet Upper Academy","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","444","230","214","0","0","440","0","0","3","1","0","0","0","0","0","0","100","131","120","93","0","0","0","0","399","98","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07326","Foreign Language Immersion and Cultural Studies","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","697","324","373","1","0","684","7","0","5","0","0","62","89","94","85","95","78","65","65","64","0","0","0","0","410","38","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","70","70","0","0","0","67","1","0","2","0","0","0","0","0","0","0","0","0","0","0","27","9","14","20","46","26","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01362","Gardner Elementary School","82","Wayne","LEA School","Elementary","City: Large","Wayne Region","         3","266","141","125","1","0","179","10","1","72","3","0","37","46","54","39","53","37","0","0","0","0","0","0","0","217","18","72"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07581","Garvey Academy","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","343","161","182","0","0","341","0","1","0","1","0","46","55","43","50","31","40","29","20","29","0","0","0","0","287","89","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","02479","Golightly Career and Technical  Center","82","Wayne","LEA Unique Education Provider","High School","City: Large","Wayne Region","         3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","<10","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00176","Golightly Education Center","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","314","151","163","0","0","313","1","0","0","0","0","40","36","36","41","43","45","26","22","25","0","0","0","0","252","36","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01438","Gompers Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","743","367","376","0","0","729","8","0","5","1","0","67","95","97","67","79","75","80","89","94","0","0","0","0","663","71","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01493","Greenfield Union Elementary-Middle School","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","231","129","102","1","0","225","0","0","5","0","0","25","27","29","23","28","21","28","24","26","0","0","0","0","212","60","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","09994","Hamilton Academy","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","230","115","115","0","0","230","0","0","0","0","0","16","26","44","20","30","24","20","24","26","0","0","0","0","210","20","<10"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","01574","Harms Elementary School","82","Wayne","LEA School","Elementary","City: Large","Wayne Region","         3","321","176","145","1","0","33","264","0","21","2","0","36","43","57","69","54","62","0","0","0","0","0","0","0","284","35","224"
"20 - 21 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00004","Henderson Academy","82","Wayne","LEA School","Elem_Middle School","City: Large","Wayne Region","         3","604","324","280","1","0","592","2","0","8","1","0","29","57","65","77","78","58","88","66","86","0","0","0","0","556","89","<10"
